CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
341,180,166,127,50,38,54,44
324,173,182,143,44,35,58,41
336,181,164,137,48,35,56,43
322,173,188,140,42,38,57,40
348,165,177,138,50,35,48,39
344,164,159,142,45,42,62,42
329,163,170,167,43,30,65,33
323,186,159,164,35,43,61,29
343,179,172,119,49,38,59,41
316,183,190,137,36,37,61,40
344,195,158,149,39,35,50,30
345,174,167,127,37,36,68,46
340,187,165,137,42,36,54,39
328,169,198,125,41,47,58,34
307,170,203,144,43,46,42,45
331,165,166,124,47,45,76,46
329,184,172,133,35,38,59,50
314,178,182,143,47,41,60,35
326,167,184,147,51,32,45,48
312,174,171,133,40,45,74,51
335,175,178,148,40,28,63,33
334,179,168,134,35,51,47,52
363,175,180,120,40,36,44,42
323,169,164,153,47,44,54,46
321,157,177,177,39,32,58,39
341,190,156,128,48,47,41,49
337,173,170,121,51,39,61,48
325,190,176,129,36,41,65,38
316,192,170,150,43,32,58,39
310,180,181,154,40,45,54,36
329,179,170,154,37,42,53,36
342,179,158,140,44,33,65,39
326,183,184,148,40,35,52,32
317,179,189,142,44,28,66,35
311,174,187,139,45,35,63,46
335,170,183,135,45,39,58,35
311,193,180,153,42,39,52,30
338,179,180,131,49,39,49,35
304,192,184,154,44,29,51,42
352,176,163,148,37,32,55,37
350,188,167,119,38,36,67,35
316,172,170,143,53,38,69,39
346,167,168,152,35,42,50,40
359,171,183,134,34,32,51,36
328,174,166,143,47,41,63,38
319,172,174,146,47,32,69,41
355,178,162,128,48,38,49,42
325,164,158,161,38,43,60,51
326,194,175,113,53,42,52,45
320,205,164,160,28,31,44,48
336,175,169,149,37,32,65,37
318,189,169,129,45,39,57,54
333,184,181,155,20,38,57,32
333,178,181,136,46,33,55,38
333,179,177,135,51,39,44,42
317,174,199,144,39,35,56,36
343,152,195,136,37,43,50,44
324,197,178,129,49,32,50,41
357,154,154,149,39,35,71,41
358,176,163,146,39,33,58,27
346,179,171,128,37,44,57,38
333,179,181,132,41,30,71,33
329,180,172,141,45,31,58,44
321,191,184,126,34,32,70,42
333,177,188,128,37,36,56,45
310,190,189,134,49,39,61,28
342,165,152,133,50,47,67,44
324,196,184,121,37,33,63,42
303,188,181,145,51,45,47,40
337,173,162,148,42,42,54,42
343,160,190,130,57,31,50,39
321,182,194,126,44,50,53,30
328,173,164,151,45,51,52,36
336,194,165,147,39,34,49,36
338,197,180,131,41,40,43,30
331,180,169,138,42,46,57,37
344,182,175,133,46,46,41,33
332,200,162,131,49,45,52,29
327,176,180,156,39,34,57,31
357,187,168,131,36,35,52,34
324,162,186,160,41,31,59,37
355,162,169,137,42,38,56,41
326,179,167,163,31,38,61,35
300,204,184,143,43,26,54,46
332,169,196,140,45,37,49,32
334,165,169,147,47,41,56,41
342,177,187,135,40,30,57,32
330,196,181,139,35,31,50,38
318,169,175,156,40,46,60,36
375,180,133,133,36,37,56,50
364,165,171,141,37,34,58,30
329,169,165,152,45,40,61,39
297,191,194,141,42,45,60,30
313,172,182,144,44,50,61,34
344,175,171,155,45,28,49,33
323,156,169,151,47,39,70,45
329,176,182,141,33,38,62,39
320,176,176,147,41,40,54,46
327,187,181,128,48,38,53,38
323,172,172,159,37,32,63,42
313,183,183,139,40,43,59,40
332,191,165,136,39,37,71,29
339,162,172,173,32,34,48,40
340,201,166,135,36,31,56,35
316,203,175,126,50,38,61,31
298,189,199,128,49,36,55,46
328,163,189,137,43,32,60,48
315,184,177,140,38,47,59,40
349,171,180,143,36,40,54,27
335,165,166,155,44,27,65,43
327,180,185,150,30,38,49,41
321,174,176,151,49,36,52,41
337,195,171,138,34,40,55,30
317,178,181,150,43,32,53,46
362,182,169,133,32,34,52,36
337,168,180,145,38,42,51,39
302,167,190,160,50,32,56,43
310,172,193,157,41,36,53,38
327,174,183,142,38,39,62,35
329,167,185,140,51,39,47,42
335,165,164,145,37,44,64,46
311,171,195,148,44,26,69,36
337,184,188,117,40,46,58,30
330,195,164,142,45,41,53,30
318,195,184,135,45,34,59,30
318,161,195,165,39,35,44,43
353,187,160,140,31,34,62,33
336,189,173,146,40,34,47,35
342,182,173,138,46,26,58,35
331,174,183,139,51,30,58,34
340,181,157,141,46,46,48,41
315,202,182,120,52,29,65,35
349,159,178,136,41,37,53,47
329,202,166,145,31,40,50,37
319,195,187,132,33,40,58,36
320,206,166,140,42,42,53,31
325,180,182,144,45,41,56,27
329,200,169,149,37,37,50,29
357,157,167,154,45,25,60,35
339,155,172,135,50,35,63,51
358,159,187,139,37,28,56,36
346,177,177,132,36,31,63,38
314,183,176,134,51,38,59,45
341,178,174,123,52,35,61,36
321,203,165,147,45,31,58,30
318,168,169,148,43,42,64,48
345,171,177,127,38,47,63,32
309,181,181,135,41,36,79,38
339,179,169,141,38,33,61,40
320,178,198,133,42,34,55,40
315,201,181,148,34,56,45,20
332,175,178,136,44,39,52,44
334,181,177,153,30,46,49,30
316,161,187,157,53,31,54,41
342,176,179,133,42,38,61,29
333,168,177,142,47,34,62,37
342,181,152,151,40,38,59,37
336,171,168,146,43,52,46,38
348,168,174,150,49,39,46,26
330,179,175,153,38,42,52,31
325,190,172,152,44,41,42,34
340,166,173,157,50,36,61,17
325,184,174,160,49,27,44,37
322,165,175,150,36,41,72,39
322,178,186,142,39,32,62,39
355,175,194,128,37,21,63,27
342,175,168,137,38,42,67,31
337,175,165,150,50,35,56,32
315,167,185,174,32,45,51,31
328,180,182,144,36,34,50,46
306,174,188,151,33,41,69,38
331,170,190,135,44,42,48,40
324,193,166,131,46,43,63,34
337,178,188,131,42,35,64,25
345,158,188,147,39,41,45,37
322,170,164,153,35,45,60,51
314,180,170,151,52,40,54,39
324,174,181,147,46,39,62,27
325,169,178,144,48,44,60,32
317,170,188,136,42,31,66,50
335,155,175,147,38,43,57,50
316,195,159,156,39,40,53,42
320,162,184,166,40,39,55,34
349,169,170,149,40,31,60,32
337,174,178,145,34,34,49,49
331,176,187,151,34,38,43,40
307,183,169,146,47,43,64,41
321,194,175,142,34,32,62,40
325,189,169,125,47,35,63,47
312,154,203,140,46,39,63,43
334,166,176,143,36,38,56,51
314,170,182,158,37,39,55,45
335,176,164,152,44,36,55,38
338,167,179,127,36,38,79,36
352,172,172,142,39,41,51,31
314,166,181,140,41,38,77,43
332,186,184,134,31,45,55,33
323,185,185,144,38,41,47,37
324,184,172,133,43,36,69,39
349,169,168,136,41,37,53,47
338,180,182,144,37,30,48,41
316,175,197,151,45,34,59,23
330,156,188,152,54,22,62,36
338,174,164,160,43,47,42,32
339,169,184,131,45,32,70,30
352,174,179,120,36,42,59,38
312,188,178,150,41,37,48,46
308,201,172,150,44,30,58,37
351,185,169,141,43,44,35,32
314,167,184,142,53,38,61,41
330,170,175,145,57,36,49,38
331,172,184,144,51,35,54,29
318,175,179,150,33,36,69,40
320,165,195,152,35,38,51,44
321,186,187,141,30,42,61,32
292,190,181,167,45,41,53,31
324,178,181,147,38,40,60,32
312,178,191,153,32,33,56,45
341,191,170,130,37,43,54,34
347,176,174,132,48,37,47,39
353,167,181,138,33,41,50,37
293,198,178,145,36,35,66,49
320,184,184,158,30,30,49,45
315,182,200,148,36,42,45,32
323,183,179,156,33,35,56,35
329,177,182,146,30,50,46,40
317,185,179,147,46,30,60,36
340,179,175,151,46,38,42,29
320,167,192,154,37,32,55,43
317,180,176,145,42,39,52,49
329,184,194,130,41,36,51,35
321,175,186,147,40,30,51,50
320,175,181,157,38,38,49,42
337,175,154,160,39,41,55,39
321,193,168,150,39,44,58,27
342,175,176,141,38,37,49,42
331,180,176,139,44,33,64,33
325,162,174,142,49,40,63,45
306,183,194,153,34,36,62,32
334,180,179,130,35,43,65,34
337,178,176,139,33,39,64,34
337,189,174,142,37,27,51,43
339,197,176,136,31,32,55,34
336,199,178,113,42,39,48,45
361,178,172,121,38,29,62,39
332,191,166,143,37,43,59,29
339,185,153,142,51,39,53,38
299,179,197,135,51,48,59,32
300,202,188,146,33,35,64,32
308,177,179,161,35,46,53,41
338,188,168,126,41,27,63,49
337,171,186,144,34,37,51,40
313,192,177,149,44,36,48,41
342,170,169,128,45,43,60,43
322,155,198,153,47,41,51,33
343,154,193,137,44,40,51,38
304,186,198,148,33,48,48,35
323,176,201,136,38,36,58,32
344,180,168,133,30,43,54,48
346,178,176,118,36,36,67,43
318,185,194,133,40,38,65,27
348,186,176,118,52,30,57,33
345,187,175,141,42,32,48,30
358,181,168,131,28,34,65,35
361,172,157,147,34,35,55,39
335,182,155,142,49,48,51,38
310,195,185,131,43,39,62,35
317,181,184,144,33,35,60,46
309,188,182,141,45,33,71,31
343,178,165,128,44,43,55,44
349,157,186,139,47,47,48,27
332,181,175,138,47,38,50,39
342,179,169,120,45,43,58,44
361,153,174,148,40,35,46,43
319,190,167,141,40,46,62,35
310,196,165,141,43,44,53,48
322,187,180,140,52,33,48,38
330,168,176,142,62,33,57,32
344,170,183,138,46,34,44,41
346,168,181,138,41,33,49,44
359,151,179,154,44,31,45,37
310,192,185,155,37,40,55,26
331,188,174,142,31,33,71,30
333,168,204,129,44,39,45,38
333,178,189,147,40,25,54,34
315,185,184,150,40,35,57,34
328,166,183,152,38,39,54,40
344,195,169,136,34,35,48,39
339,180,204,128,38,23,58,30
339,158,175,156,45,32,55,40
324,187,171,143,41,32,61,41
310,190,173,147,49,35,63,33
314,188,166,136,38,34,70,54
339,180,163,148,36,34,58,42
323,184,172,150,39,39,59,34
334,168,174,151,45,35,59,34
317,169,196,148,44,33,63,30
311,186,189,118,43,50,64,39
321,181,167,161,33,44,53,40
351,177,173,136,32,39,55,37
327,181,184,134,50,41,44,39
350,171,147,153,55,39,47,38
343,179,172,142,35,34,61,34
326,171,197,132,43,37,50,44
341,151,184,142,43,32,62,45
313,163,194,144,37,40,58,51
337,190,172,127,39,35,58,42
302,186,163,155,40,48,61,45
326,175,194,131,40,40,52,42
307,193,176,133,49,38,55,49
357,172,153,167,37,29,48,37
308,188,189,141,45,27,68,34
334,173,161,149,50,37,63,33
335,157,169,145,56,36,56,46
329,182,169,146,37,42,53,42
325,180,187,129,38,36,64,41
340,205,157,131,30,37,62,38
348,174,170,134,42,47,43,42
323,194,178,137,30,45,52,41
326,199,165,146,35,31,66,32
335,177,176,135,40,37,66,34
346,161,184,144,41,36,48,40
333,185,165,145,45,39,60,28
342,175,173,145,48,29,60,28
323,185,175,143,35,47,58,34
350,174,171,103,49,49,62,42
332,187,163,146,38,37,57,40
335,196,161,129,43,35,56,45
343,169,184,125,50,37,47,45
315,199,187,130,36,47,43,43
359,152,164,152,35,32,64,42
324,196,163,142,59,38,42,36
340,177,183,138,37,39,46,40
317,187,189,120,47,44,54,42
337,159,203,138,41,34,44,44
320,171,203,134,41,42,57,32
319,182,171,148,46,44,57,33
320,171,192,152,39,40,56,30
350,157,175,147,44,39,63,25
317,204,165,134,45,44,56,35
321,173,171,136,52,48,64,35
334,190,158,143,48,39,53,35
315,173,190,156,37,32,50,47
332,158,189,148,51,38,51,33
316,177,188,145,39,42,54,39
317,204,156,127,43,43,67,43
324,170,181,155,36,36,63,35
300,194,186,139,37,40,57,47
309,172,179,131,43,50,69,47
326,158,187,154,39,48,54,34
319,186,175,134,42,44,49,51
326,174,158,140,55,38,62,47
327,181,191,128,40,30,69,34
318,210,166,144,45,28,54,35
335,173,182,124,54,38,61,33
323,166,186,139,46,46,61,33
327,191,182,134,41,44,47,34
312,202,173,133,38,48,55,39
343,164,166,151,42,35,55,44
327,186,190,127,34,44,52,40
323,202,179,141,36,28,56,35
327,173,176,143,40,40,60,41
334,162,152,148,50,45,70,39
314,191,179,143,44,48,47,34
336,172,178,147,43,29,57,38
340,167,171,132,48,37,63,42
313,180,186,143,45,30,54,49
339,166,175,136,45,45,58,36
351,144,185,143,59,29,59,30
321,172,200,128,44,32,56,47
318,195,170,148,44,34,60,31
334,178,176,135,40,29,66,42
309,190,178,157,33,40,54,39
321,168,203,156,39,38,47,28
327,176,192,138,44,32,63,28
321,185,157,143,51,36,71,36
321,178,181,150,48,35,63,24
351,160,171,145,35,41,62,35
334,174,180,149,45,38,42,38
327,172,155,156,41,46,64,39
319,185,181,144,46,26,71,28
331,193,169,136,45,33,57,36
319,187,172,152,44,45,48,33
343,185,183,125,41,38,51,34
348,185,171,140,32,35,43,46
333,190,153,131,49,34,68,42
351,186,164,146,31,38,45,39
336,185,175,137,39,31,64,33
311,191,173,128,49,39,72,37
344,163,173,137,42,48,54,39
319,175,185,148,48,34,58,33
306,205,175,134,43,34,63,40
339,168,177,130,38,44,69,35
326,173,175,152,43,39,54,38
383,193,150,122,25,33,54,40
314,189,176,172,41,34,43,31
324,165,172,156,50,26,70,37
358,146,187,139,38,36,57,39
311,176,191,155,42,35,55,35
341,183,194,132,29,36,59,26
329,185,185,148,43,36,37,37
330,199,185,120,38,37,50,41
342,175,168,148,41,42,53,31
325,188,194,121,43,36,51,42
301,220,160,148,31,35,65,40
311,178,189,149,39,31,64,39
339,163,177,154,36,31,55,45
318,183,173,156,46,34,65,25
320,179,180,134,39,42,67,39
307,184,179,173,43,23,57,34
333,158,177,169,33,33,63,34
345,175,167,151,47,32,48,35
329,185,161,145,47,48,51,34
319,183,184,130,42,37,65,40
303,171,191,158,42,42,50,43
310,177,177,143,40,38,59,56
344,176,167,130,47,38,67,31
337,188,149,150,42,36,68,30
343,181,164,144,39,41,53,35
328,182,180,129,44,36,59,42
354,176,169,125,48,40,60,28
321,185,191,140,39,35,57,32
320,168,192,151,46,29,52,42
345,161,167,149,46,35,62,35
329,180,171,149,52,29,59,31
323,181,169,144,44,41,52,46
334,179,177,133,51,28,59,39
338,180,172,139,34,46,66,25
347,158,179,141,49,33,53,40
311,157,195,133,43,55,61,45
345,191,168,130,34,33,67,32
341,176,174,131,41,39,63,35
349,198,152,146,27,32,60,36
344,167,160,166,40,36,55,32
345,173,163,146,44,40,53,36
314,193,188,143,39,21,57,45
320,174,170,155,41,51,46,43
318,182,174,157,41,36,60,32
312,173,187,156,38,36,63,35
327,194,174,144,46,34,51,30
319,181,186,142,46,32,61,33
337,182,169,149,54,25,58,26
337,179,184,119,42,37,64,38
345,170,185,135,42,27,59,37
373,159,161,133,41,36,58,39
329,188,160,138,30,45,65,45
307,184,186,148,47,28,70,30
350,174,189,142,36,33,53,23
355,163,171,130,35,46,57,43
327,185,184,144,40,35,57,28
307,196,163,145,57,35,59,38
325,173,194,138,37,41,56,36
331,192,191,133,24,41,48,40
321,195,189,135,47,41,43,29
316,172,173,159,40,48,65,27
318,199,183,132,48,37,49,34
343,153,164,152,42,44,61,41
328,173,178,146,37,38,63,37
329,185,159,144,38,37,70,38
310,183,192,136,41,33,69,36
330,184,175,131,46,37,57,40
315,179,168,164,45,33,50,46
312,175,214,132,43,28,60,36
348,169,170,143,45,36,54,35
324,190,184,131,45,41,47,38
319,196,185,124,46,33,54,43
347,167,145,154,48,44,57,38
344,172,175,125,52,38,54,40
332,188,171,153,40,31,48,37
344,175,164,148,44,29,57,39
336,179,171,152,39,28,60,35
334,176,167,135,44,39,59,46
312,161,173,167,44,50,51,42
347,177,168,124,46,38,64,36
315,187,170,139,50,38,58,43
344,173,185,139,43,29,48,39
334,160,156,177,36,40,61,36
341,159,169,147,40,40,56,48
324,162,175,140,52,34,68,45
335,188,180,139,30,29,57,42
303,187,197,139,39,42,64,29
329,179,200,124,41,37,56,34
334,175,192,141,37,37,50,34
364,175,173,135,43,37,43,30
326,203,175,145,25,36,51,39
320,178,192,140,50,35,52,33
333,162,192,138,40,34,64,37
322,188,187,132,42,33,64,32
309,195,156,150,41,44,64,41
336,175,175,138,43,37,59,37
324,171,190,128,40,43,68,36
347,175,176,133,49,35,53,32
327,180,173,153,38,49,50,30
329,187,189,143,39,29,53,31
323,182,153,157,42,44,64,35
320,175,177,163,39,38,62,26
316,184,169,161,34,36,65,35
335,171,171,154,43,47,46,33
308,181,181,158,44,43,53,32
325,173,167,154,41,42,58,40
311,195,198,136,42,34,54,30
342,178,166,133,45,40,57,39
349,170,174,142,41,34,57,33
338,196,160,158,36,34,53,25
336,164,161,148,48,40,72,31
325,158,179,160,44,32,50,52
322,172,197,150,40,47,44,28
338,175,190,132,47,33,52,33
307,209,188,144,46,29,46,31
329,173,167,149,30,45,66,41
327,170,185,139,40,36,62,41
302,177,198,142,40,48,57,36
336,169,169,153,31,55,51,36
354,180,173,130,27,50,58,28
331,173,171,138,54,47,48,38
347,177,159,157,41,29,51,39
346,172,160,147,39,34,61,41
332,172,186,130,49,40,53,38
334,186,183,130,37,38,56,36
318,187,161,151,42,34,67,40
346,174,156,140,48,40,58,38
330,174,180,141,41,42,56,36
315,169,175,162,41,42,64,32
348,174,178,145,40,26,51,38
335,165,196,136,44,38,47,39
297,185,190,135,41,40,67,45
307,188,173,148,49,41,53,41
327,196,175,133,34,32,59,44
304,223,164,128,49,40,45,47
356,173,182,116,49,42,49,33
322,181,174,150,45,38,56,34
304,183,198,153,39,35,56,32
334,172,155,145,44,39,68,43
340,204,155,116,36,46,64,39
333,183,177,132,42,34,65,34
322,184,186,142,37,30,59,40
322,189,155,160,46,36,52,40
322,184,193,145,39,30,47,40
331,173,188,135,40,38,57,38
335,172,178,126,55,41,56,37
344,176,174,138,36,44,63,25
329,177,168,154,33,37,67,35
344,174,171,150,42,41,38,40
324,183,173,158,39,35,48,40
315,189,184,139,41,34,45,53
319,172,189,145,50,47,50,28
349,171,171,139,37,45,58,30
337,174,173,152,49,39,47,29
328,174,187,139,37,36,49,50
334,188,167,140,40,28,66,37
333,169,179,151,46,36,49,37
317,184,179,142,43,50,49,36
328,167,200,133,48,29,55,40
333,181,162,156,36,36,55,41
335,189,184,134,33,39,47,39
322,163,188,153,46,43,48,37
341,187,195,116,35,30,56,40
344,157,199,132,36,36,53,43
319,160,185,158,40,40,56,42
340,154,184,139,51,37,59,36
336,200,169,127,43,34,49,42
329,184,172,142,43,36,60,34
329,194,168,123,49,36,69,32
356,193,158,140,45,32,46,30
348,179,161,141,38,49,49,35
343,196,140,162,34,34,52,39
367,172,166,113,35,44,68,35
316,176,186,147,30,43,60,42
331,181,188,138,30,44,47,41
338,185,164,141,49,34,56,33
339,175,168,143,30,38,70,37
315,196,178,133,41,39,51,47
300,182,170,152,44,48,65,39
327,180,179,141,39,36,61,37
323,191,186,132,36,37,59,36
332,160,175,136,45,44,60,48
332,172,182,138,34,40,63,39
329,181,179,142,37,38,58,36
319,191,171,163,39,29,53,35
331,157,192,162,38,29,58,33
328,158,172,155,50,48,46,43
359,176,165,147,37,37,51,28
324,192,164,148,38,44,47,43
339,156,178,148,33,49,60,37
348,195,161,136,35,51,44,30
324,193,162,156,42,38,50,35
337,165,196,133,34,34,64,37
328,193,173,128,48,39,48,43
333,177,165,166,36,44,43,36
344,165,162,136,53,34,57,49
320,175,196,140,38,44,45,42
319,175,198,144,41,36,59,28
333,179,175,144,33,37,60,39
357,173,179,145,33,32,56,25
329,188,183,122,35,37,66,40
307,158,186,159,44,38,56,52
321,189,188,142,33,35,58,34
324,187,176,151,31,43,52,36
355,175,161,142,34,34,69,30
300,174,197,148,41,47,58,35
332,186,185,138,39,30,51,39
358,176,154,139,39,37,60,37
319,165,183,161,35,37,59,41
335,185,163,147,36,36,63,35
352,157,183,136,39,38,53,42
333,184,187,123,42,28,61,42
356,176,172,136,44,36,40,40
339,176,174,143,37,36,52,43
300,198,169,142,41,39,69,42
324,203,178,132,34,29,60,40
314,205,174,137,30,45,63,32
324,187,189,134,41,36,54,35
316,163,188,154,43,41,57,38
334,180,181,135,45,39,52,34
308,166,175,166,40,36,65,44
332,167,181,147,44,47,39,43
318,195,175,138,47,30,54,43
338,171,162,148,36,44,56,45
324,190,181,157,33,36,46,33
337,169,178,132,35,36,69,44
331,160,190,144,30,36,58,51
362,161,174,126,38,46,62,31
335,175,192,124,38,49,53,34
337,185,161,158,35,34,54,36
354,170,171,142,33,48,54,28
333,168,190,141,48,34,56,30
331,172,165,151,43,33,66,39
314,187,171,158,46,40,53,31
314,165,192,161,43,36,52,37
340,153,178,143,45,42,62,37
319,182,166,158,49,32,48,46
312,183,179,148,41,28,73,36
304,200,172,124,51,43,61,45
346,189,183,124,32,36,50,40
299,191,183,154,46,30,56,41
329,175,173,144,48,36,58,37
316,186,177,145,32,38,78,28
360,173,162,133,29,47,64,32
344,168,178,144,44,39,54,29
315,164,207,144,40,30,57,43
333,178,182,134,45,43,55,30
357,176,164,129,36,36,72,30
366,177,165,135,44,29,53,31
336,191,169,140,40,36,54,34
323,182,175,124,46,46,64,40
303,185,165,157,48,41,65,36
332,172,178,135,46,41,69,27
314,180,186,130,43,34,70,43
330,187,154,144,40,38,63,44
334,174,171,152,43,35,59,32
338,177,170,146,35,38,58,38
329,164,184,146,44,45,46,42
312,173,195,154,37,34,60,35
316,185,171,148,40,37,61,42
337,187,174,135,31,33,59,44
296,174,172,142,53,48,68,47
300,181,179,163,39,41,60,37
301,186,200,130,34,43,62,44
338,156,183,138,42,31,66,46
335,159,188,154,33,33,56,42
325,193,175,127,41,32,61,46
298,210,187,137,49,25,60,34
332,195,169,129,37,38,54,46
313,164,183,146,39,50,53,52
315,199,181,133,32,31,67,42
320,179,174,143,40,58,53,33
313,159,207,135,48,42,55,41
322,182,183,146,31,36,57,43
319,180,182,135,40,38,63,43
317,191,167,160,34,33,58,40
353,171,154,158,45,31,59,29
330,190,176,139,36,39,62,28
321,172,165,161,49,39,65,28
337,182,184,131,42,37,47,40
333,168,182,141,41,42,48,45
339,186,163,137,47,44,52,32
308,176,174,155,51,42,63,31
310,172,198,135,37,37,70,41
329,164,168,150,48,30,67,44
338,197,166,141,39,32,51,36
333,197,163,144,36,34,54,39
320,170,182,124,49,48,68,39
341,171,180,135,40,36,64,33
349,174,178,143,37,37,54,28
323,183,167,156,44,29,54,44
315,184,190,149,32,46,56,28
335,167,188,129,53,36,54,38
329,168,179,155,46,27,67,29
326,175,187,141,39,40,50,42
363,191,170,130,30,34,46,36
329,173,174,133,43,44,61,43
334,175,179,138,50,32,55,37
333,181,181,142,55,32,49,27
363,149,170,123,43,42,64,46
349,142,156,165,45,44,59,40
311,191,169,143,48,41,56,41
301,197,155,155,42,49,61,40
351,168,162,141,48,44,49,37
324,172,176,149,39,36,62,42
334,192,176,127,48,26,57,40
318,186,168,137,38,46,68,39
323,183,187,142,36,39,57,33
326,183,192,140,33,38,58,30
328,165,198,139,35,41,51,43
325,178,153,151,48,42,57,46
331,195,166,144,42,35,43,44
335,175,170,153,37,38,55,37
330,195,180,138,39,27,56,35
306,178,191,147,43,33,60,42
321,172,184,136,40,34,69,44
340,177,164,146,36,46,56,35
339,188,182,121,35,37,65,33
350,150,166,151,30,42,64,47
330,173,203,132,42,40,50,30
351,178,166,138,31,37,62,37
331,169,201,139,33,35,58,34
344,192,167,145,34,25,51,42
322,205,169,141,36,32,52,43
340,182,149,138,47,33,66,45
344,183,173,146,35,39,43,37
326,186,173,151,42,35,55,32
336,183,162,138,39,47,59,36
309,205,165,140,46,50,50,35
357,173,170,134,42,34,50,40
344,174,169,162,45,37,41,28
331,173,174,142,44,34,54,48
357,155,163,146,32,41,65,41
319,155,171,159,46,46,65,39
289,184,189,162,43,35,54,44
300,188,189,148,45,32,59,39
311,175,199,138,30,41,77,29
316,193,177,140,43,37,51,43
301,184,193,140,44,41,70,27
328,175,185,133,48,30,60,41
334,176,169,144,46,40,50,41
303,171,186,160,42,28,63,47
